Center,Left,Right,Steering,Throttle,Brake,Speed
F:\Car_data\IMG\center_2020_02_10_23_27_54_543.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_54_543.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_54_543.jpg,0,1,0,30.19039
F:\Car_data\IMG\center_2020_02_10_23_27_54_614.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_54_614.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_54_614.jpg,0,1,0,30.1901
F:\Car_data\IMG\center_2020_02_10_23_27_54_688.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_54_688.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_54_688.jpg,0,1,0,30.19025
F:\Car_data\IMG\center_2020_02_10_23_27_54_762.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_54_762.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_54_762.jpg,0,1,0,30.19031
F:\Car_data\IMG\center_2020_02_10_23_27_54_836.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_54_836.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_54_836.jpg,0,1,0,30.19033
F:\Car_data\IMG\center_2020_02_10_23_27_54_911.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_54_911.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_54_911.jpg,0,1,0,30.1903
F:\Car_data\IMG\center_2020_02_10_23_27_54_982.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_54_982.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_54_982.jpg,0,1,0,30.19031
F:\Car_data\IMG\center_2020_02_10_23_27_55_050.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_55_050.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_55_050.jpg,0,1,0,30.19039
F:\Car_data\IMG\center_2020_02_10_23_27_55_125.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_55_125.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_55_125.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_27_55_193.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_55_193.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_55_193.jpg,0,1,0,30.19034
F:\Car_data\IMG\center_2020_02_10_23_27_55_269.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_55_269.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_55_269.jpg,0,1,0,30.19033
F:\Car_data\IMG\center_2020_02_10_23_27_55_337.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_55_337.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_55_337.jpg,0,1,0,30.19031
F:\Car_data\IMG\center_2020_02_10_23_27_55_407.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_55_407.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_55_407.jpg,0,1,0,30.19026
F:\Car_data\IMG\center_2020_02_10_23_27_55_479.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_55_479.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_55_479.jpg,0,1,0,30.19031
F:\Car_data\IMG\center_2020_02_10_23_27_55_550.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_55_550.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_55_550.jpg,0,1,0,30.19031
F:\Car_data\IMG\center_2020_02_10_23_27_55_620.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_55_620.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_55_620.jpg,0,1,0,30.19034
F:\Car_data\IMG\center_2020_02_10_23_27_55_695.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_55_695.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_55_695.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_27_55_763.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_55_763.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_55_763.jpg,0,1,0,30.19031
F:\Car_data\IMG\center_2020_02_10_23_27_55_838.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_55_838.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_55_838.jpg,0,1,0,30.19028
F:\Car_data\IMG\center_2020_02_10_23_27_55_906.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_55_906.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_55_906.jpg,0,1,0,30.1903
F:\Car_data\IMG\center_2020_02_10_23_27_55_975.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_55_975.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_55_975.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_27_56_044.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_56_044.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_56_044.jpg,0,1,0,30.19031
F:\Car_data\IMG\center_2020_02_10_23_27_56_114.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_56_114.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_56_114.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_27_56_185.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_56_185.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_56_185.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_27_56_256.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_56_256.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_56_256.jpg,0,1,0,30.19031
F:\Car_data\IMG\center_2020_02_10_23_27_56_325.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_56_325.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_56_325.jpg,0,1,0,30.19028
F:\Car_data\IMG\center_2020_02_10_23_27_56_395.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_56_395.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_56_395.jpg,0,1,0,30.19028
F:\Car_data\IMG\center_2020_02_10_23_27_56_463.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_56_463.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_56_463.jpg,0,1,0,30.1903
F:\Car_data\IMG\center_2020_02_10_23_27_56_533.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_56_533.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_56_533.jpg,0,1,0,30.1903
F:\Car_data\IMG\center_2020_02_10_23_27_56_605.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_56_605.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_56_605.jpg,0,1,0,30.19028
F:\Car_data\IMG\center_2020_02_10_23_27_56_675.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_56_675.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_56_675.jpg,0,1,0,30.1903
F:\Car_data\IMG\center_2020_02_10_23_27_56_744.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_56_744.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_56_744.jpg,0,1,0,30.19031
F:\Car_data\IMG\center_2020_02_10_23_27_56_815.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_56_815.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_56_815.jpg,0,1,0,30.19032
F:\Car_data\IMG\center_2020_02_10_23_27_56_884.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_56_884.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_56_884.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_27_56_955.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_56_955.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_56_955.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_27_57_026.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_57_026.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_57_026.jpg,0,1,0,30.19027
F:\Car_data\IMG\center_2020_02_10_23_27_57_096.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_57_096.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_57_096.jpg,0,1,0,30.1903
F:\Car_data\IMG\center_2020_02_10_23_27_57_163.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_57_163.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_57_163.jpg,0,1,0,30.1903
F:\Car_data\IMG\center_2020_02_10_23_27_57_231.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_57_231.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_57_231.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_27_57_299.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_57_299.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_57_299.jpg,0,1,0,30.1903
F:\Car_data\IMG\center_2020_02_10_23_27_57_367.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_57_367.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_57_367.jpg,0,1,0,30.1903
F:\Car_data\IMG\center_2020_02_10_23_27_57_434.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_57_434.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_57_434.jpg,0,1,0,30.19031
F:\Car_data\IMG\center_2020_02_10_23_27_57_501.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_57_501.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_57_501.jpg,0,1,0,30.19031
F:\Car_data\IMG\center_2020_02_10_23_27_57_575.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_57_575.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_57_575.jpg,0,1,0,30.19033
F:\Car_data\IMG\center_2020_02_10_23_27_57_647.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_57_647.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_57_647.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_27_57_717.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_57_717.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_57_717.jpg,0,1,0,30.1903
F:\Car_data\IMG\center_2020_02_10_23_27_57_788.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_57_788.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_57_788.jpg,0,1,0,30.19038
F:\Car_data\IMG\center_2020_02_10_23_27_57_856.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_57_856.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_57_856.jpg,-0.15,1,0,30.18423
F:\Car_data\IMG\center_2020_02_10_23_27_57_926.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_57_926.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_57_926.jpg,0,1,0,30.19108
F:\Car_data\IMG\center_2020_02_10_23_27_57_997.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_57_997.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_57_997.jpg,0,1,0,30.19025
F:\Car_data\IMG\center_2020_02_10_23_27_58_065.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_58_065.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_58_065.jpg,0,1,0,30.19028
F:\Car_data\IMG\center_2020_02_10_23_27_58_139.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_58_139.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_58_139.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_27_58_213.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_58_213.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_58_213.jpg,0,1,0,30.19049
F:\Car_data\IMG\center_2020_02_10_23_27_58_286.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_58_286.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_58_286.jpg,0,1,0,30.19024
F:\Car_data\IMG\center_2020_02_10_23_27_58_359.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_58_359.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_58_359.jpg,-0.15,1,0,30.18433
F:\Car_data\IMG\center_2020_02_10_23_27_58_434.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_58_434.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_58_434.jpg,0,1,0,30.18977
F:\Car_data\IMG\center_2020_02_10_23_27_58_506.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_58_506.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_58_506.jpg,0,1,0,30.19022
F:\Car_data\IMG\center_2020_02_10_23_27_58_574.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_58_574.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_58_574.jpg,0,1,0,30.19028
F:\Car_data\IMG\center_2020_02_10_23_27_58_646.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_58_646.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_58_646.jpg,0,1,0,30.19031
F:\Car_data\IMG\center_2020_02_10_23_27_58_719.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_58_719.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_58_719.jpg,-0.2,1,0,30.18027
F:\Car_data\IMG\center_2020_02_10_23_27_58_792.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_58_792.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_58_792.jpg,0,1,0,30.19064
F:\Car_data\IMG\center_2020_02_10_23_27_58_859.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_58_859.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_58_859.jpg,0,1,0,30.18988
F:\Car_data\IMG\center_2020_02_10_23_27_58_930.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_58_930.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_58_930.jpg,-0.05,1,0,30.19007
F:\Car_data\IMG\center_2020_02_10_23_27_59_003.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_59_003.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_59_003.jpg,-0.2,1,0,30.18167
F:\Car_data\IMG\center_2020_02_10_23_27_59_074.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_59_074.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_59_074.jpg,0,1,0,30.19023
F:\Car_data\IMG\center_2020_02_10_23_27_59_147.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_59_147.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_59_147.jpg,0,1,0,30.18979
F:\Car_data\IMG\center_2020_02_10_23_27_59_215.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_59_215.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_59_215.jpg,0,1,0,30.19018
F:\Car_data\IMG\center_2020_02_10_23_27_59_286.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_59_286.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_59_286.jpg,0,1,0,30.19028
F:\Car_data\IMG\center_2020_02_10_23_27_59_359.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_59_359.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_59_359.jpg,-0.1,1,0,30.18817
F:\Car_data\IMG\center_2020_02_10_23_27_59_429.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_59_429.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_59_429.jpg,-0.25,1,0,30.17549
F:\Car_data\IMG\center_2020_02_10_23_27_59_609.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_59_609.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_59_609.jpg,0,1,0,30.18967
F:\Car_data\IMG\center_2020_02_10_23_27_59_682.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_59_682.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_59_682.jpg,0,1,0,30.19033
F:\Car_data\IMG\center_2020_02_10_23_27_59_753.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_59_753.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_59_753.jpg,0,1,0,30.19025
F:\Car_data\IMG\center_2020_02_10_23_27_59_825.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_59_825.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_59_825.jpg,0,1,0,30.19028
F:\Car_data\IMG\center_2020_02_10_23_27_59_899.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_59_899.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_59_899.jpg,-0.15,1,0,30.18466
F:\Car_data\IMG\center_2020_02_10_23_27_59_971.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_59_971.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_59_971.jpg,0,1,0,30.18484
F:\Car_data\IMG\center_2020_02_10_23_28_00_039.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_00_039.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_00_039.jpg,0,1,0,30.19061
F:\Car_data\IMG\center_2020_02_10_23_28_00_106.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_00_106.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_00_106.jpg,0,1,0,30.19005
F:\Car_data\IMG\center_2020_02_10_23_28_00_176.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_00_176.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_00_176.jpg,0,1,0,30.19024
F:\Car_data\IMG\center_2020_02_10_23_28_00_244.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_00_244.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_00_244.jpg,0,1,0,30.19025
F:\Car_data\IMG\center_2020_02_10_23_28_00_316.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_00_316.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_00_316.jpg,-0.2,1,0,30.18048
F:\Car_data\IMG\center_2020_02_10_23_28_00_385.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_00_385.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_00_385.jpg,-0.35,1,0,30.16404
F:\Car_data\IMG\center_2020_02_10_23_28_00_461.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_00_461.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_00_461.jpg,-0.5500001,1,0,30.13961
F:\Car_data\IMG\center_2020_02_10_23_28_00_533.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_00_533.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_00_533.jpg,0,1,0,30.18652
F:\Car_data\IMG\center_2020_02_10_23_28_00_602.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_00_602.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_00_602.jpg,0,1,0,30.18953
F:\Car_data\IMG\center_2020_02_10_23_28_00_671.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_00_671.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_00_671.jpg,0,1,0,30.19011
F:\Car_data\IMG\center_2020_02_10_23_28_00_742.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_00_742.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_00_742.jpg,-0.15,1,0,30.18641
F:\Car_data\IMG\center_2020_02_10_23_28_00_815.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_00_815.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_00_815.jpg,-0.35,1,0,30.16575
F:\Car_data\IMG\center_2020_02_10_23_28_00_882.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_00_882.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_00_882.jpg,-0.5000001,1,0,30.14707
F:\Car_data\IMG\center_2020_02_10_23_28_00_955.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_00_955.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_00_955.jpg,0,1,0,30.18754
F:\Car_data\IMG\center_2020_02_10_23_28_01_027.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_01_027.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_01_027.jpg,0,1,0,30.18952
F:\Car_data\IMG\center_2020_02_10_23_28_01_096.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_01_096.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_01_096.jpg,0,1,0,30.19045
F:\Car_data\IMG\center_2020_02_10_23_28_01_167.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_01_167.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_01_167.jpg,-0.05,1,0,30.19008
F:\Car_data\IMG\center_2020_02_10_23_28_01_234.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_01_234.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_01_234.jpg,-0.25,1,0,30.17637
F:\Car_data\IMG\center_2020_02_10_23_28_01_301.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_01_301.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_01_301.jpg,-0.4,1,0,30.15828
F:\Car_data\IMG\center_2020_02_10_23_28_01_369.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_01_369.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_01_369.jpg,0,1,0,30.1875
F:\Car_data\IMG\center_2020_02_10_23_28_01_439.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_01_439.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_01_439.jpg,0,1,0,30.18941
F:\Car_data\IMG\center_2020_02_10_23_28_01_506.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_01_506.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_01_506.jpg,0,1,0,30.19003
F:\Car_data\IMG\center_2020_02_10_23_28_01_574.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_01_574.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_01_574.jpg,-0.1,1,0,30.18838
F:\Car_data\IMG\center_2020_02_10_23_28_01_643.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_01_643.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_01_643.jpg,-0.25,1,0,30.17664
F:\Car_data\IMG\center_2020_02_10_23_28_01_715.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_01_715.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_01_715.jpg,-0.45,1,0,30.15288
F:\Car_data\IMG\center_2020_02_10_23_28_01_783.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_01_783.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_01_783.jpg,0,1,0,30.18551
F:\Car_data\IMG\center_2020_02_10_23_28_01_851.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_01_851.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_01_851.jpg,0,1,0,30.18897
F:\Car_data\IMG\center_2020_02_10_23_28_01_921.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_01_921.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_01_921.jpg,-0.1,1,0,30.19024
F:\Car_data\IMG\center_2020_02_10_23_28_01_988.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_01_988.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_01_988.jpg,-0.25,1,0,30.17925
F:\Car_data\IMG\center_2020_02_10_23_28_02_059.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_02_059.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_02_059.jpg,-0.45,1,0,30.1549
F:\Car_data\IMG\center_2020_02_10_23_28_02_127.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_02_127.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_02_127.jpg,-0.6000001,1,0,30.13493
F:\Car_data\IMG\center_2020_02_10_23_28_02_195.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_02_195.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_02_195.jpg,-0.8000001,1,0,30.11112
F:\Car_data\IMG\center_2020_02_10_23_28_02_266.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_02_266.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_02_266.jpg,0,1,0,30.17394
F:\Car_data\IMG\center_2020_02_10_23_28_02_338.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_02_338.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_02_338.jpg,0,1,0,30.18692
F:\Car_data\IMG\center_2020_02_10_23_28_02_411.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_02_411.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_02_411.jpg,0,1,0,30.1898
F:\Car_data\IMG\center_2020_02_10_23_28_02_484.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_02_484.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_02_484.jpg,0,1,0,30.19022
F:\Car_data\IMG\center_2020_02_10_23_28_02_558.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_02_558.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_02_558.jpg,0,1,0,30.19034
F:\Car_data\IMG\center_2020_02_10_23_28_02_631.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_02_631.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_02_631.jpg,-0.15,1,0,30.18516
F:\Car_data\IMG\center_2020_02_10_23_28_02_701.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_02_701.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_02_701.jpg,-0.3,1,0,30.1701
F:\Car_data\IMG\center_2020_02_10_23_28_02_769.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_02_769.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_02_769.jpg,-0.45,1,0,30.15202
F:\Car_data\IMG\center_2020_02_10_23_28_02_838.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_02_838.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_02_838.jpg,0,1,0,30.18693
F:\Car_data\IMG\center_2020_02_10_23_28_02_908.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_02_908.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_02_908.jpg,0,1,0,30.18856
F:\Car_data\IMG\center_2020_02_10_23_28_02_978.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_02_978.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_02_978.jpg,-0.1,1,0,30.19033
F:\Car_data\IMG\center_2020_02_10_23_28_03_053.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_03_053.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_03_053.jpg,-0.3,1,0,30.17362
F:\Car_data\IMG\center_2020_02_10_23_28_03_125.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_03_125.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_03_125.jpg,-0.45,1,0,30.15491
F:\Car_data\IMG\center_2020_02_10_23_28_03_193.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_03_193.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_03_193.jpg,-0.6500001,1,0,30.12913
F:\Car_data\IMG\center_2020_02_10_23_28_03_267.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_03_267.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_03_267.jpg,0,1,0,30.16645
F:\Car_data\IMG\center_2020_02_10_23_28_03_341.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_03_341.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_03_341.jpg,0,1,0,30.1841
F:\Car_data\IMG\center_2020_02_10_23_28_03_408.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_03_408.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_03_408.jpg,0,1,0,30.18877
F:\Car_data\IMG\center_2020_02_10_23_28_03_476.jpg,F:\Car_data\IMG\left_2020_02_10_23_28_03_476.jpg,F:\Car_data\IMG\right_2020_02_10_23_28_03_476.jpg,0,1,0,30.19009
